patient_id,failed_login_rate,request_rate,total_records_accessed,unique_endpoints,endpoint_discovery_count,suspicious_download_count,data_export_count,privilege_escalation_count,device_change_count,night_activity_count,error_rate,anomalous_event_count,unique_sessions,unique_devices,average_response_time_ms,behavior_class,is_anomalous
TRAIN_P0143,0.0346,0.0155,63,7,0,0,0,0,0,23,0.0117,1,5,1,472.57,NORMAL,0
TRAIN_P0122,0.0339,0.0278,128,8,0,0,0,0,0,10,0.0099,0,4,2,421.28,NORMAL,0
TRAIN_P2561,0.1327,0.0877,358,14,5,2,0,0,0,67,0.0709,11,6,1,419.56,RECONNAISSANCE,1
TRAIN_P3069,0.0685,0.0838,2555,14,3,0,1,0,2,50,0.0516,11,8,3,322.65,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P3437,0.1717,0.1044,1839,14,3,2,1,5,3,44,0.1121,29,16,4,443.27,PRIVILEGE_ABUSE,1
TRAIN_P1190,0.0482,0.0053,97,5,1,0,0,0,0,30,0.0186,0,5,1,315.41,NORMAL,0
TRAIN_P3147,0.0601,0.1424,2690,10,3,12,8,0,4,45,0.0286,25,5,4,699.21,DATA_EXFILTRATION,1
TRAIN_P3114,0.0617,0.1456,3403,18,3,13,7,0,1,83,0.0253,30,6,2,597.65,DATA_EXFILTRATION,1
TRAIN_P3128,0.0758,0.0973,2709,13,1,5,3,1,0,69,0.0351,28,6,2,770.35,DATA_EXFILTRATION,1
TRAIN_P1690,0.0583,0.0135,125,9,0,0,0,0,0,19,0.0128,0,3,1,414.74,NORMAL,0
TRAIN_P0116,0.0237,0.0095,173,9,0,0,0,0,0,34,0.0121,0,3,1,584.66,NORMAL,0
TRAIN_P2827,0.0529,0.0862,2537,15,3,2,0,0,1,67,0.0487,17,6,3,342.45,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P3198,0.0455,0.1141,3270,13,1,14,4,0,4,36,0.0152,32,10,2,559.91,DATA_EXFILTRATION,1
TRAIN_P1841,0.0383,0.023,222,7,0,0,0,0,0,17,0.0124,0,4,1,376.71,NORMAL,0
TRAIN_P2575,0.0747,0.044,283,17,7,0,0,0,1,40,0.0813,7,4,1,416.01,RECONNAISSANCE,1
TRAIN_P3356,0.0,0.0707,2203,13,3,0,1,8,3,46,0.0669,33,9,3,485.48,PRIVILEGE_ABUSE,1
TRAIN_P3537,0.1374,0.0837,1938,18,3,1,1,6,5,74,0.0516,22,6,3,513.65,PRIVILEGE_ABUSE,1
TRAIN_P2429,0.6142,0.0816,161,7,0,0,0,0,0,34,0.2933,8,3,1,243.82,BRUTE_FORCE,1
TRAIN_P2646,0.0174,0.0671,288,15,7,0,0,0,0,56,0.0934,3,5,2,425.49,RECONNAISSANCE,1
TRAIN_P0673,0.032,0.0208,121,10,0,0,0,0,0,29,0.024,0,4,1,222.38,NORMAL,0
TRAIN_P2460,0.0757,0.0824,220,21,8,0,0,0,0,47,0.1004,11,4,2,446.5,RECONNAISSANCE,1
TRAIN_P0092,0.0362,0.0228,148,7,0,0,0,0,0,9,0.017,0,2,1,455.26,NORMAL,0
TRAIN_P1110,0.0364,0.0247,94,5,0,0,0,0,1,37,0.0176,0,5,2,486.69,NORMAL,0
TRAIN_P2122,0.0157,0.0255,125,11,1,0,0,0,0,22,0.0048,0,3,1,457.49,NORMAL,0
TRAIN_P0592,0.041,0.0273,165,8,0,0,0,0,0,15,0.0113,0,5,1,433.38,NORMAL,0
TRAIN_P2088,0.0538,0.0205,114,8,0,0,0,0,0,17,0.016,0,4,1,441.56,NORMAL,0
TRAIN_P3501,0.1097,0.0921,1958,18,1,0,1,8,3,43,0.032,24,8,3,629.57,PRIVILEGE_ABUSE,1
TRAIN_P2030,0.0679,0.0324,99,9,0,1,0,0,0,26,0.0103,0,4,2,387.19,NORMAL,0
TRAIN_P0889,0.034,0.0242,157,9,1,0,0,0,0,15,0.0131,0,4,1,377.0,NORMAL,0
TRAIN_P2282,0.6165,0.0465,194,7,0,0,0,0,0,48,0.4383,7,3,1,427.12,BRUTE_FORCE,1
TRAIN_P1989,0.0629,0.0183,144,9,0,0,0,0,0,34,0.018,0,2,1,320.11,NORMAL,0
TRAIN_P1577,0.0469,0.0238,103,8,0,0,0,0,0,21,0.0201,0,3,1,441.56,NORMAL,0
TRAIN_P2342,0.59,0.0761,215,11,1,0,0,0,0,29,0.353,14,6,1,522.43,BRUTE_FORCE,1
TRAIN_P1715,0.0,0.0168,144,9,0,0,0,0,0,21,0.006,0,3,1,429.77,NORMAL,0
TRAIN_P0214,0.0448,0.0142,165,8,0,0,0,0,0,24,0.0127,0,5,1,400.9,NORMAL,0
TRAIN_P0779,0.0687,0.021,176,6,0,0,0,0,0,28,0.0182,0,4,1,311.94,NORMAL,0
TRAIN_P2584,0.1429,0.0722,259,14,5,0,0,0,0,49,0.1457,5,4,1,494.47,RECONNAISSANCE,1
TRAIN_P1449,0.0428,0.0273,134,8,0,0,0,0,0,12,0.0155,0,3,1,553.67,NORMAL,0
TRAIN_P2400,0.5391,0.08,149,10,0,0,0,0,1,39,0.3689,14,4,2,608.32,BRUTE_FORCE,1
TRAIN_P0801,0.0424,0.022,155,10,0,0,0,0,0,25,0.0166,0,3,1,338.37,NORMAL,0
TRAIN_P2966,0.0289,0.0774,1620,10,1,0,0,0,2,56,0.0396,19,4,2,752.14,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P3545,0.09,0.0946,1312,13,5,1,2,7,5,32,0.1118,16,10,3,554.51,PRIVILEGE_ABUSE,1
TRAIN_P2128,0.0781,0.0184,177,5,0,0,0,0,0,29,0.0198,0,6,1,371.58,NORMAL,0
TRAIN_P1568,0.0228,0.0145,134,8,0,0,0,0,0,38,0.0136,0,2,1,590.67,NORMAL,0
TRAIN_P3022,0.0859,0.0992,2592,16,4,2,1,0,2,62,0.0365,28,7,1,633.69,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P3268,0.0849,0.1269,2884,15,1,11,7,0,4,70,0.0184,35,8,4,952.07,DATA_EXFILTRATION,1
TRAIN_P1519,0.0272,0.0158,77,5,0,0,0,0,0,30,0.0107,0,3,1,512.74,NORMAL,0
TRAIN_P2120,0.0107,0.0225,161,6,1,0,0,0,0,13,0.0109,0,3,1,357.88,NORMAL,0
TRAIN_P3250,0.0451,0.1425,2786,11,2,9,7,0,3,82,0.0397,43,9,2,675.65,DATA_EXFILTRATION,1
TRAIN_P1344,0.0522,0.0217,121,9,0,0,0,0,0,19,0.021,0,6,1,451.62,NORMAL,0
TRAIN_P0274,0.0221,0.0134,170,8,0,0,0,0,0,20,0.0204,0,6,1,240.19,NORMAL,0
TRAIN_P1813,0.0793,0.0256,232,8,1,0,0,0,0,17,0.0161,0,3,1,437.11,NORMAL,0
TRAIN_P0072,0.0304,0.0206,164,8,0,0,0,0,0,30,0.0204,0,2,1,204.1,NORMAL,0
TRAIN_P0721,0.0612,0.0215,164,7,0,0,0,0,0,16,0.0192,0,7,1,359.88,NORMAL,0
TRAIN_P1741,0.0181,0.0247,76,8,0,0,0,0,0,13,0.0087,0,5,1,438.79,NORMAL,0
TRAIN_P1088,0.0485,0.0167,154,10,0,0,0,0,0,29,0.008,0,2,1,333.54,NORMAL,0
TRAIN_P0395,0.0153,0.0263,179,9,1,0,0,0,0,42,0.0116,0,2,1,457.01,NORMAL,0
TRAIN_P0584,0.0207,0.0259,128,6,0,0,0,0,0,19,0.008,0,2,1,481.96,NORMAL,0
TRAIN_P3481,0.1757,0.0762,1965,10,1,0,0,2,2,42,0.037,30,10,2,593.83,PRIVILEGE_ABUSE,1
TRAIN_P2417,0.5228,0.0379,215,7,0,0,0,0,0,50,0.4173,10,3,1,570.67,BRUTE_FORCE,1
TRAIN_P2424,0.31,0.0728,263,8,0,0,0,0,0,46,0.3121,15,6,1,367.84,BRUTE_FORCE,1
TRAIN_P0501,0.0472,0.0204,209,7,0,0,0,0,0,19,0.0132,0,2,2,498.07,NORMAL,0
TRAIN_P2496,0.1122,0.0905,231,17,6,0,0,0,1,39,0.1196,6,5,2,514.73,RECONNAISSANCE,1
TRAIN_P2667,0.1124,0.0528,266,17,4,0,0,0,1,33,0.1356,6,7,1,660.83,RECONNAISSANCE,1
TRAIN_P2348,0.6565,0.0871,213,10,1,0,0,0,0,35,0.2852,4,5,1,357.69,BRUTE_FORCE,1
TRAIN_P3573,0.0774,0.0524,1994,14,6,1,1,7,4,51,0.128,16,10,3,516.29,PRIVILEGE_ABUSE,1
TRAIN_P3287,0.0684,0.1414,2106,15,3,10,8,0,2,52,0.0062,26,9,4,525.67,DATA_EXFILTRATION,1
TRAIN_P2365,0.5856,0.0605,147,9,1,0,0,0,0,62,0.3048,13,6,1,477.12,BRUTE_FORCE,1
TRAIN_P3464,0.0718,0.0647,1157,12,3,1,2,3,3,42,0.1097,25,6,4,351.5,PRIVILEGE_ABUSE,1
TRAIN_P1764,0.0285,0.0184,177,8,0,0,0,0,0,30,0.0173,0,1,1,382.14,NORMAL,0
TRAIN_P1260,0.0109,0.0286,173,8,1,0,0,0,0,27,0.0125,0,2,1,377.94,NORMAL,0
TRAIN_P2187,0.4712,0.0519,154,10,0,0,0,0,0,44,0.2086,15,5,1,406.29,BRUTE_FORCE,1
TRAIN_P2272,0.6744,0.0732,188,8,0,0,0,0,0,64,0.2739,11,6,1,310.39,BRUTE_FORCE,1
TRAIN_P0206,0.0274,0.015,119,7,0,0,0,0,0,26,0.0126,0,4,1,462.45,NORMAL,0
TRAIN_P0734,0.016,0.0179,134,11,0,0,0,0,0,29,0.013,0,3,1,459.65,NORMAL,0
TRAIN_P1177,0.0832,0.011,159,8,0,0,0,0,0,30,0.0191,0,3,1,255.05,NORMAL,0
TRAIN_P0527,0.0451,0.0165,81,6,0,0,0,0,0,21,0.0169,0,4,1,406.55,NORMAL,0
TRAIN_P2822,0.0589,0.0814,2702,16,3,1,0,0,0,53,0.0512,13,6,2,712.29,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P2139,0.0529,0.0187,213,10,0,0,0,0,0,27,0.0147,0,4,2,398.74,NORMAL,0
TRAIN_P0899,0.0424,0.0144,156,7,0,0,0,0,0,26,0.0138,0,3,1,494.17,NORMAL,0
TRAIN_P0378,0.0329,0.0221,136,10,0,0,0,0,0,24,0.0084,0,3,2,399.3,NORMAL,0
TRAIN_P2526,0.1261,0.0555,287,18,9,0,0,0,1,32,0.1347,17,3,3,433.17,RECONNAISSANCE,1
TRAIN_P1560,0.035,0.0192,160,8,0,0,0,0,0,39,0.0119,0,3,1,369.86,NORMAL,0
TRAIN_P2974,0.0546,0.086,2620,12,4,0,0,0,1,45,0.047,17,8,2,568.77,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P3214,0.0909,0.0954,3091,15,4,15,7,0,4,45,0.0245,32,10,2,706.35,DATA_EXFILTRATION,1
TRAIN_P0349,0.0224,0.0205,169,11,0,0,0,0,0,34,0.0165,0,4,1,332.53,NORMAL,0
TRAIN_P0387,0.0385,0.0157,129,7,0,0,0,0,0,32,0.0174,0,4,2,478.4,NORMAL,0
TRAIN_P0199,0.0668,0.0083,193,10,0,0,0,0,0,29,0.0261,0,2,1,400.43,NORMAL,0
TRAIN_P3519,0.0899,0.071,1080,13,4,0,2,8,3,48,0.1467,27,9,3,546.38,PRIVILEGE_ABUSE,1
TRAIN_P1710,0.0419,0.0132,132,10,0,0,0,0,0,19,0.0123,0,3,1,505.17,NORMAL,0
TRAIN_P1051,0.0053,0.0217,155,6,0,0,0,0,0,21,0.0106,0,4,1,433.65,NORMAL,0
TRAIN_P0591,0.0372,0.0174,200,7,0,0,0,0,0,15,0.0158,0,3,1,282.0,NORMAL,0
TRAIN_P0520,0.0084,0.017,173,7,0,0,0,0,0,30,0.0204,0,3,2,525.34,NORMAL,0
TRAIN_P2427,0.5248,0.0729,133,10,0,0,0,0,0,29,0.2663,16,4,1,525.15,BRUTE_FORCE,1
TRAIN_P1629,0.0472,0.0151,168,9,1,0,0,0,0,23,0.034,0,3,1,338.21,NORMAL,0
TRAIN_P2910,0.0653,0.0869,2927,13,2,0,1,0,1,56,0.0543,28,9,2,490.44,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P2448,0.381,0.0666,237,5,0,0,0,0,2,38,0.3444,11,3,1,511.67,BRUTE_FORCE,1
TRAIN_P0430,0.0486,0.0136,144,8,0,0,0,0,0,26,0.0081,1,4,1,403.12,NORMAL,0
TRAIN_P1084,0.0,0.0216,113,15,2,0,0,0,0,21,0.0173,0,1,2,338.15,NORMAL,0
TRAIN_P2418,0.5989,0.0903,222,10,0,0,0,0,0,40,0.2839,10,5,3,417.98,BRUTE_FORCE,1
TRAIN_P3021,0.0617,0.1004,1743,12,2,0,0,0,2,61,0.0452,18,8,4,596.31,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P0208,0.0543,0.0238,112,11,0,0,0,0,0,22,0.0175,0,4,1,358.92,NORMAL,0
TRAIN_P0492,0.0562,0.0245,113,9,0,0,0,0,0,30,0.0183,0,4,1,414.9,NORMAL,0
TRAIN_P1948,0.043,0.0219,138,12,0,0,0,0,0,29,0.0153,0,4,1,318.58,NORMAL,0
TRAIN_P1810,0.0408,0.0218,101,10,0,0,0,0,0,18,0.0204,0,1,1,374.97,NORMAL,0
TRAIN_P2035,0.072,0.0296,131,6,0,0,0,0,0,29,0.0156,0,4,2,311.82,NORMAL,0
TRAIN_P3492,0.1511,0.0858,1555,17,2,2,1,6,1,55,0.1007,23,11,4,453.57,PRIVILEGE_ABUSE,1
TRAIN_P0793,0.0511,0.0299,176,7,0,0,0,0,0,23,0.0118,0,4,1,549.34,NORMAL,0
TRAIN_P2981,0.0534,0.0759,3048,13,3,0,1,0,4,71,0.0334,29,7,3,547.91,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P2531,0.0877,0.0622,352,14,11,0,0,0,0,61,0.0931,8,6,1,477.77,RECONNAISSANCE,1
TRAIN_P1187,0.0851,0.0208,127,13,0,0,0,0,0,29,0.0095,0,6,2,445.81,NORMAL,0
TRAIN_P1186,0.0175,0.0123,149,11,1,0,0,0,0,18,0.0154,0,5,1,395.52,NORMAL,0
TRAIN_P1551,0.0377,0.0167,40,7,0,0,0,0,0,35,0.0134,0,3,1,436.25,NORMAL,0
TRAIN_P3118,0.0377,0.1488,2971,15,2,13,11,0,6,54,0.0581,21,12,4,664.77,DATA_EXFILTRATION,1
TRAIN_P1916,0.0308,0.0169,169,7,0,0,0,0,0,21,0.0097,0,4,1,310.96,NORMAL,0
TRAIN_P2885,0.0469,0.089,1996,12,2,0,0,0,2,63,0.0438,20,7,2,372.78,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P3385,0.0386,0.053,1136,18,3,4,1,3,3,59,0.0893,19,11,2,548.86,PRIVILEGE_ABUSE,1
TRAIN_P1531,0.0491,0.0207,166,9,0,0,0,0,0,22,0.0144,0,6,1,395.0,NORMAL,0
TRAIN_P1411,0.0557,0.0234,116,9,1,0,0,0,0,26,0.0211,0,6,1,180.0,NORMAL,0
TRAIN_P1477,0.0674,0.0165,159,11,0,0,0,0,0,29,0.0148,0,3,1,327.82,NORMAL,0
TRAIN_P2859,0.0725,0.0569,2366,14,4,0,0,0,1,44,0.029,20,5,2,638.41,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P1798,0.0003,0.0248,140,9,0,0,0,0,0,34,0.0186,0,2,1,322.71,NORMAL,0
TRAIN_P0084,0.0391,0.0224,153,7,0,0,0,0,0,37,0.0193,0,5,1,477.8,NORMAL,0
TRAIN_P2834,0.0574,0.0876,2364,8,1,1,0,0,2,54,0.0276,15,7,3,842.61,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P2670,0.1244,0.0754,435,16,6,0,0,0,1,39,0.0873,6,4,2,559.4,RECONNAISSANCE,1
TRAIN_P0021,0.0412,0.0317,166,10,0,0,0,0,0,30,0.0156,0,5,1,280.97,NORMAL,0
TRAIN_P2376,0.5043,0.06,160,11,0,0,0,0,0,30,0.2309,9,5,1,432.3,BRUTE_FORCE,1
TRAIN_P1628,0.0686,0.0239,151,8,0,0,0,0,0,34,0.0164,0,2,1,346.91,NORMAL,0
TRAIN_P2130,0.0605,0.0328,66,8,1,0,0,0,0,42,0.0159,0,3,1,456.91,NORMAL,0
TRAIN_P2633,0.0917,0.0632,287,19,7,0,0,0,0,57,0.0831,10,3,1,420.91,RECONNAISSANCE,1
TRAIN_P1406,0.0436,0.0197,204,9,0,0,0,0,0,21,0.0087,0,5,2,436.18,NORMAL,0
TRAIN_P3579,0.1202,0.0546,1729,13,6,2,1,4,2,57,0.134,24,9,3,541.33,PRIVILEGE_ABUSE,1
TRAIN_P1731,0.0298,0.019,144,9,0,0,0,0,0,31,0.0174,0,4,1,291.14,NORMAL,0
TRAIN_P1563,0.0152,0.0228,86,11,0,0,0,0,0,25,0.0264,0,5,1,461.01,NORMAL,0
TRAIN_P3588,0.1622,0.1053,1985,14,3,1,0,2,3,55,0.0983,22,7,3,631.59,PRIVILEGE_ABUSE,1
TRAIN_P3227,0.0345,0.1183,2279,10,3,10,8,0,0,77,0.0327,47,4,2,850.58,DATA_EXFILTRATION,1
TRAIN_P2391,0.6505,0.08,157,9,1,0,0,0,0,42,0.3154,4,8,2,597.69,BRUTE_FORCE,1
TRAIN_P0974,0.0002,0.0202,172,7,0,0,0,0,0,34,0.015,0,3,1,257.33,NORMAL,0
TRAIN_P1711,0.0449,0.0222,149,6,0,0,0,0,0,30,0.0116,0,2,1,425.22,NORMAL,0
TRAIN_P3347,0.093,0.1145,3028,13,1,17,5,0,3,72,0.0267,29,11,2,662.2,DATA_EXFILTRATION,1
TRAIN_P3127,0.074,0.0846,2726,15,2,10,5,1,3,70,0.0303,25,11,3,547.98,DATA_EXFILTRATION,1
TRAIN_P0884,0.0509,0.0133,205,10,0,0,0,0,1,40,0.0172,0,5,1,332.85,NORMAL,0
TRAIN_P1099,0.0008,0.0218,210,9,0,0,0,0,0,16,0.0168,0,1,1,407.76,NORMAL,0
TRAIN_P0157,0.0421,0.0193,151,9,0,0,0,0,0,23,0.0154,0,2,1,318.98,NORMAL,0
TRAIN_P2731,0.0383,0.081,407,15,8,1,0,0,0,49,0.0794,7,5,1,467.17,RECONNAISSANCE,1
TRAIN_P0887,0.0505,0.0081,116,7,0,0,0,0,0,23,0.0114,0,3,1,421.92,NORMAL,0
TRAIN_P3597,0.1109,0.091,1618,12,2,2,0,7,2,49,0.0922,22,7,4,558.87,PRIVILEGE_ABUSE,1
TRAIN_P2180,0.4831,0.0717,255,11,2,0,0,0,0,52,0.3008,5,4,1,491.37,BRUTE_FORCE,1
TRAIN_P1513,0.0283,0.0184,116,9,0,0,0,0,0,28,0.0181,0,5,1,336.38,NORMAL,0
TRAIN_P2964,0.0413,0.0892,2134,15,1,1,1,0,0,62,0.0346,22,7,2,568.75,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P3232,0.0927,0.117,2467,14,3,11,5,0,3,71,0.0097,36,7,3,778.48,DATA_EXFILTRATION,1
TRAIN_P3033,0.0637,0.0981,2478,8,3,0,0,0,2,53,0.0531,14,5,2,697.24,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P2615,0.0,0.0834,350,17,5,0,0,0,0,46,0.1066,14,7,1,339.65,RECONNAISSANCE,1
TRAIN_P0738,0.0556,0.0163,181,9,0,0,0,0,1,24,0.0163,0,3,1,418.96,NORMAL,0
TRAIN_P1454,0.0297,0.018,196,9,0,0,0,0,0,21,0.011,0,3,1,367.02,NORMAL,0
TRAIN_P1506,0.0368,0.0196,199,9,0,0,0,0,0,29,0.0109,0,3,1,514.71,NORMAL,0
TRAIN_P3026,0.0436,0.0695,2653,10,2,1,0,0,1,41,0.0284,23,9,3,643.87,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P3176,0.0569,0.1474,3184,13,2,13,7,0,4,55,0.0098,22,11,3,780.01,DATA_EXFILTRATION,1
TRAIN_P0459,0.0269,0.0181,124,9,0,0,0,0,0,12,0.0169,0,4,1,298.75,NORMAL,0
TRAIN_P3539,0.0925,0.0632,1345,17,3,1,0,9,3,29,0.0883,17,11,4,631.52,PRIVILEGE_ABUSE,1
TRAIN_P1952,0.0382,0.0272,163,9,0,0,0,0,0,25,0.0084,0,5,1,289.29,NORMAL,0
TRAIN_P0079,0.0762,0.0218,165,10,0,0,0,0,0,25,0.0198,0,6,1,324.86,NORMAL,0
TRAIN_P3494,0.0278,0.0899,1436,11,3,1,0,5,3,46,0.052,32,10,3,522.68,PRIVILEGE_ABUSE,1
TRAIN_P2497,0.0575,0.0793,300,12,11,0,0,0,0,52,0.1112,7,9,2,527.51,RECONNAISSANCE,1
TRAIN_P1057,0.0279,0.0221,121,9,0,0,0,0,0,12,0.0212,0,4,1,385.67,NORMAL,0
TRAIN_P0907,0.0672,0.0128,107,9,0,0,0,0,0,10,0.0174,0,3,1,245.33,NORMAL,0
TRAIN_P2163,0.5588,0.0585,224,10,2,0,0,0,0,35,0.3061,15,6,1,424.39,BRUTE_FORCE,1
TRAIN_P2658,0.1581,0.0767,212,13,4,0,0,0,2,53,0.056,8,5,1,658.5,RECONNAISSANCE,1
TRAIN_P3230,0.0809,0.1011,3022,11,2,14,3,0,2,65,0.0189,32,6,3,828.6,DATA_EXFILTRATION,1
TRAIN_P0381,0.0636,0.0317,184,10,0,0,0,0,0,19,0.0082,0,1,2,355.43,NORMAL,0
TRAIN_P0948,0.0622,0.0197,99,9,0,0,0,0,0,31,0.0164,0,4,1,420.52,NORMAL,0
TRAIN_P3324,0.0583,0.1262,2749,13,1,11,9,1,2,56,0.0286,35,7,2,907.22,DATA_EXFILTRATION,1
TRAIN_P2410,0.4636,0.0675,205,10,0,0,0,0,0,35,0.2517,20,4,3,518.29,BRUTE_FORCE,1
TRAIN_P2861,0.0527,0.0869,2536,14,4,2,0,0,3,56,0.0236,14,7,3,458.05,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P0716,0.0,0.019,178,8,1,0,0,0,0,36,0.0074,0,1,2,343.34,NORMAL,0
TRAIN_P2399,0.559,0.0651,152,9,0,0,1,0,0,44,0.3487,14,5,1,519.12,BRUTE_FORCE,1
TRAIN_P0687,0.0497,0.0238,155,9,1,0,0,0,1,22,0.0154,0,6,2,449.05,NORMAL,0
TRAIN_P3072,0.0623,0.0714,2176,13,2,2,0,0,2,53,0.0392,19,8,3,700.16,SUSPICIOUS_DATA_ACCESS,1
TRAIN_P1294,0.0567,0.0194,123,10,1,0,0,0,1,24,0.0204,0,2,1,426.67,NORMAL,0
TRAIN_P0306,0.0173,0.0224,161,11,0,0,0,0,0,17,0.0021,0,6,1,397.94,NORMAL,0
TRAIN_P0210,0.0643,0.017,77,9,0,0,0,0,0,35,0.0181,0,4,1,467.28,NORMAL,0
TRAIN_P1144,0.0619,0.0128,135,9,1,0,0,0,0,12,0.0233,0,3,2,578.98,NORMAL,0
TRAIN_P2665,0.0975,0.0797,366,16,8,0,0,0,0,38,0.1154,8,4,2,517.99,RECONNAISSANCE,1
TRAIN_P3568,0.0977,0.0842,1923,16,2,0,0,6,4,46,0.0592,23,8,3,352.29,PRIVILEGE_ABUSE,1
TRAIN_P3530,0.1256,0.0846,1434,19,2,1,0,4,1,55,0.0775,25,11,4,505.25,PRIVILEGE_ABUSE,1
TRAIN_P0886,0.1021,0.0188,145,7,2,0,0,0,0,27,0.0124,0,4,1,357.58,NORMAL,0
TRAIN_P1930,0.0325,0.0121,154,9,1,0,0,0,0,25,0.0092,0,4,1,274.9,NORMAL,0
TRAIN_P2203,0.4845,0.053,144,9,1,0,0,0,0,41,0.2331,12,5,1,434.15,BRUTE_FORCE,1
TRAIN_P0918,0.0351,0.0158,135,11,0,0,0,0,1,13,0.0148,0,4,1,335.03,NORMAL,0
TRAIN_P3403,0.1087,0.0553,1961,13,2,0,1,4,3,48,0.0493,19,7,4,655.05,PRIVILEGE_ABUSE,1
TRAIN_P2223,0.6948,0.0466,176,9,2,0,0,0,1,22,0.3744,13,3,1,529.96,BRUTE_FORCE,1
TRAIN_P0192,0.0741,0.0185,214,10,0,0,0,0,0,13,0.016,0,5,1,450.98,NORMAL,0
TRAIN_P2277,0.5786,0.0951,98,11,0,0,0,0,0,46,0.2446,12,6,2,237.25,BRUTE_FORCE,1
TRAIN_P3411,0.137,0.0677,1416,16,2,3,0,7,3,55,0.0954,11,9,4,581.3,PRIVILEGE_ABUSE,1
TRAIN_P1266,0.0327,0.0166,148,9,0,0,0,0,0,17,0.0228,0,4,1,457.35,NORMAL,0
TRAIN_P0484,0.0388,0.0163,166,10,0,0,0,0,0,33,0.0096,0,3,1,228.66,NORMAL,0
TRAIN_P2709,0.0253,0.0555,348,16,2,0,0,0,1,55,0.0807,10,5,2,588.7,RECONNAISSANCE,1
TRAIN_P0916,0.0289,0.019,133,10,0,0,0,0,0,17,0.0131,2,3,1,331.07,NORMAL,0
TRAIN_P3577,0.0895,0.1058,1598,14,4,1,1,10,5,35,0.1362,20,11,5,619.1,PRIVILEGE_ABUSE,1
TRAIN_P0278,0.0031,0.0206,149,8,0,0,0,0,0,17,0.0147,0,1,1,475.57,NORMAL,0
TRAIN_P0989,0.0432,0.0205,145,6,0,0,0,0,0,14,0.0139,0,3,1,423.01,NORMAL,0
TRAIN_P3420,0.1137,0.0852,2017,14,5,1,2,5,2,48,0.0726,16,8,3,530.3,PRIVILEGE_ABUSE,1
TRAIN_P1246,0.0531,0.0228,185,9,0,0,0,0,0,21,0.019,0,4,1,343.15,NORMAL,0
TRAIN_P2329,0.6153,0.0807,179,11,0,0,0,0,0,41,0.3013,10,6,3,428.61,BRUTE_FORCE,1
TRAIN_P0572,0.0268,0.0174,131,9,0,0,0,0,0,16,0.0101,0,2,1,290.65,NORMAL,0
TRAIN_P1436,0.0437,0.0173,159,10,0,0,0,0,0,17,0.021,0,3,1,436.55,NORMAL,0
TRAIN_P2432,0.4434,0.0844,123,9,0,0,0,0,0,33,0.2364,7,6,2,473.82,BRUTE_FORCE,1
TRAIN_P0994,0.0221,0.0218,164,9,0,0,0,0,0,22,0.0166,0,2,1,458.03,NORMAL,0
TRAIN_P2032,0.0744,0.0147,185,10,0,0,0,0,0,26,0.0145,0,2,1,359.21,NORMAL,0
TRAIN_P3122,0.0699,0.0959,3513,16,2,15,6,0,4,44,0.0324,23,5,3,380.34,DATA_EXFILTRATION,1
TRAIN_P0586,0.0405,0.0086,145,8,0,0,0,0,0,29,0.0146,0,6,1,389.75,NORMAL,0
TRAIN_P3527,0.0859,0.0718,2102,14,4,4,0,6,4,69,0.0765,26,9,3,483.75,PRIVILEGE_ABUSE,1
TRAIN_P0414,0.0535,0.0146,161,11,0,0,0,0,0,29,0.0064,0,2,1,306.54,NORMAL,0
TRAIN_P3591,0.1611,0.0832,1833,13,4,0,0,5,6,45,0.0686,23,11,4,406.76,PRIVILEGE_ABUSE,1
TRAIN_P1350,0.0409,0.0154,207,9,1,0,0,0,0,26,0.0242,0,5,1,236.05,NORMAL,0
TRAIN_P1008,0.0606,0.0136,193,10,0,0,0,0,0,28,0.0107,0,5,1,356.48,NORMAL,0
TRAIN_P0675,0.0756,0.0232,188,9,0,0,0,0,0,34,0.0214,0,3,1,475.49,NORMAL,0
TRAIN_P2245,0.5289,0.0827,220,8,0,0,0,0,0,32,0.3243,21,5,1,505.21,BRUTE_FORCE,1
TRAIN_P0856,0.0465,0.0259,181,8,0,1,0,0,0,33,0.0188,0,3,1,358.73,NORMAL,0
TRAIN_P0448,0.031,0.0139,61,8,0,0,0,0,0,33,0.014,0,4,1,353.28,NORMAL,0
TRAIN_P2523,0.0606,0.0711,361,18,7,0,1,0,0,48,0.0615,9,3,2,437.01,RECONNAISSANCE,1
