failed_logins,requests_per_minute,records_accessed,unique_endpoints,session_duration_min,device_changes,error_rate,unusual_access_time,endpoint_enumeration,attack_label
3,193,21,13,15,2,0.189,1,1,reconnaissance
9,74,26,21,11,1,0.215,1,1,reconnaissance
0,12,2,6,29,0,0.004,0,0,benign
47,45,10,8,5,0,0.356,1,0,brute_force
11,98,15,15,19,1,0.117,0,1,reconnaissance
1,20,2,2,25,0,0.003,1,0,benign
0,11,3,2,24,0,0.019,0,0,benign
0,18,4,3,26,0,0.002,0,0,benign
40,63,12,6,10,0,0.454,0,0,brute_force
0,18,3,2,38,0,0.051,0,0,benign
40,55,9,3,12,1,0.529,1,0,brute_force
12,109,31,16,20,1,0.202,1,1,reconnaissance
37,57,10,5,8,2,0.62,1,0,brute_force
3,7,1,5,20,0,0.02,0,0,benign
7,220,28,22,11,1,0.258,1,1,reconnaissance
6,368,104,19,9,3,0.189,1,1,suspicious_data_access
11,338,96,25,5,3,0.28,1,1,suspicious_data_access
15,134,23,23,12,1,0.117,1,1,reconnaissance
0,19,2,1,28,0,0.012,0,0,benign
41,64,14,9,11,1,0.664,0,1,brute_force
0,3,1,2,43,0,0.009,0,0,benign
0,21,1,4,35,1,0.002,0,0,benign
41,60,16,9,5,2,0.28,1,0,brute_force
10,144,25,18,14,1,0.216,1,1,reconnaissance
46,47,15,7,3,2,0.544,0,0,brute_force
12,172,8,24,14,1,0.202,0,1,reconnaissance
11,129,28,14,16,2,0.138,0,1,reconnaissance
26,42,9,5,10,2,0.534,1,0,brute_force
0,3,3,5,28,0,0.003,0,0,benign
0,17,4,3,20,0,0.014,0,0,benign
12,403,110,29,3,2,0.141,0,1,suspicious_data_access
0,15,2,6,18,0,0.002,0,0,benign
0,14,2,4,48,1,0.006,0,0,benign
0,14,2,3,27,0,0.012,0,0,benign
3,3,1,1,35,0,0.0,0,0,benign
7,304,70,31,4,2,0.18,1,1,suspicious_data_access
34,63,9,8,3,1,0.399,1,0,brute_force
5,85,19,14,10,1,0.185,0,1,reconnaissance
0,14,4,2,44,0,0.019,0,0,benign
0,16,6,3,23,0,0.004,0,0,benign
12,342,124,29,4,3,0.342,1,1,suspicious_data_access
0,14,3,7,10,0,0.009,0,0,benign
6,179,8,25,13,2,0.23,1,1,reconnaissance
4,293,74,23,4,4,0.316,1,1,suspicious_data_access
0,11,2,3,40,0,0.017,0,0,benign
44,45,10,4,9,1,0.503,1,0,brute_force
0,8,1,6,38,1,0.006,0,0,benign
35,58,12,3,5,2,0.29,0,0,brute_force
0,10,2,2,27,0,0.012,0,0,benign
0,8,3,3,21,0,0.003,0,0,benign
10,159,8,22,14,2,0.231,1,1,reconnaissance
57,73,7,4,10,1,0.326,1,0,brute_force
0,11,1,5,27,0,0.007,0,0,benign
0,20,5,2,35,1,0.008,0,0,benign
4,219,98,30,5,3,0.305,1,1,suspicious_data_access
8,241,99,23,6,4,0.232,1,1,suspicious_data_access
44,71,15,4,4,2,0.343,1,0,brute_force
4,321,50,32,5,3,0.295,1,1,suspicious_data_access
0,10,2,2,24,0,0.036,0,0,benign
0,3,2,5,37,0,0.001,0,0,benign
45,48,11,7,5,1,0.551,1,0,brute_force
42,64,4,6,8,2,0.381,0,0,brute_force
0,6,5,3,41,0,0.006,0,0,benign
8,193,9,25,18,1,0.275,0,1,reconnaissance
53,53,6,5,12,1,0.364,1,1,brute_force
0,12,2,3,33,0,0.014,0,0,benign
0,9,1,5,33,0,0.002,1,0,benign
41,58,11,7,4,0,0.538,1,0,brute_force
12,239,93,35,4,3,0.358,0,1,suspicious_data_access
2,13,3,3,28,0,0.004,0,0,benign
17,331,124,18,3,3,0.253,1,1,suspicious_data_access
48,57,6,7,8,2,0.464,0,0,brute_force
10,438,83,23,8,2,0.365,1,1,suspicious_data_access
0,11,2,3,23,0,0.012,0,0,benign
4,314,71,30,9,3,0.252,0,1,suspicious_data_access
10,78,16,18,13,1,0.193,1,1,reconnaissance
0,18,3,4,37,1,0.012,0,0,benign
10,134,15,11,23,1,0.154,1,1,reconnaissance
15,288,106,36,3,2,0.298,1,1,suspicious_data_access
4,181,50,34,6,3,0.377,1,1,suspicious_data_access
56,52,9,9,6,0,0.439,0,1,brute_force
3,93,21,19,8,2,0.238,1,1,reconnaissance
73,55,6,8,7,2,0.572,1,1,brute_force
23,71,4,7,11,0,0.341,1,1,brute_force
10,106,8,10,17,1,0.281,1,1,reconnaissance
0,10,3,4,31,0,0.008,0,0,benign
0,7,1,4,39,0,0.004,0,0,benign
3,136,22,12,10,1,0.179,1,1,reconnaissance
5,225,128,29,5,3,0.292,0,1,suspicious_data_access
23,50,9,9,4,2,0.58,1,0,brute_force
1,13,2,4,31,0,0.002,0,0,benign
0,18,4,4,32,0,0.039,0,0,benign
3,114,20,19,7,1,0.191,0,1,reconnaissance
5,379,51,22,7,4,0.331,1,1,suspicious_data_access
14,85,15,21,18,1,0.116,1,1,reconnaissance
0,12,5,7,26,0,0.015,0,0,benign
9,156,8,25,13,1,0.143,0,1,reconnaissance
0,16,3,2,10,1,0.023,0,0,benign
0,15,3,3,32,0,0.033,0,0,benign
11,277,125,29,6,4,0.27,1,1,suspicious_data_access
9,147,27,11,20,1,0.102,0,1,reconnaissance
3,95,25,20,14,1,0.189,0,1,reconnaissance
28,50,6,7,9,1,0.442,1,0,brute_force
2,11,1,3,34,0,0.005,0,0,benign
20,117,27,15,17,2,0.227,0,1,reconnaissance
14,132,26,13,12,1,0.247,1,1,reconnaissance
0,11,6,3,28,0,0.036,0,0,benign
7,142,19,10,18,1,0.08,0,1,reconnaissance
10,104,14,19,18,2,0.203,0,1,reconnaissance
0,19,4,3,14,0,0.003,0,0,benign
1,13,3,3,36,0,0.023,0,0,benign
2,18,4,5,12,0,0.015,0,0,benign
3,141,17,16,12,2,0.192,0,1,reconnaissance
3,164,11,15,13,2,0.2,1,1,reconnaissance
0,19,2,4,19,0,0.03,0,0,benign
2,13,2,3,34,0,0.06,0,0,benign
0,16,1,5,28,0,0.005,1,0,benign
0,5,3,1,39,0,0.025,0,0,benign
13,305,112,19,7,2,0.289,1,1,suspicious_data_access
0,26,3,4,43,1,0.015,0,0,benign
40,29,6,6,9,2,0.299,1,0,brute_force
12,131,32,16,15,1,0.22,1,1,reconnaissance
11,321,107,35,5,3,0.276,1,1,suspicious_data_access
1,16,4,4,24,0,0.027,0,0,benign
22,46,5,7,3,1,0.28,1,1,brute_force
0,10,3,2,28,0,0.001,0,0,benign
0,5,2,1,43,0,0.021,0,0,benign
1,4,1,3,10,0,0.003,0,0,benign
0,14,3,2,25,0,0.018,0,0,benign
1,3,1,2,41,1,0.029,0,0,benign
12,76,19,14,15,1,0.169,0,1,reconnaissance
9,264,70,40,5,2,0.367,1,1,suspicious_data_access
5,144,22,13,8,1,0.171,0,1,reconnaissance
1,16,3,7,18,0,0.013,0,0,benign
0,7,2,4,23,0,0.0,0,0,benign
0,9,4,4,12,0,0.06,0,0,benign
1,13,6,3,49,0,0.0,0,0,benign
59,36,4,7,9,1,0.594,1,1,brute_force
0,13,4,1,15,0,0.012,0,0,benign
46,59,4,7,8,2,0.392,1,0,brute_force
7,60,23,22,15,1,0.148,0,1,reconnaissance
5,122,8,12,15,2,0.13,1,1,reconnaissance
0,14,4,5,17,0,0.013,0,0,benign
4,285,114,39,3,2,0.45,1,1,suspicious_data_access
0,13,2,1,21,0,0.001,0,0,benign
51,47,7,8,3,2,0.29,1,0,brute_force
0,20,1,5,37,0,0.008,0,0,benign
0,16,1,1,10,0,0.041,0,0,benign
2,4,3,6,32,0,0.023,0,0,benign
1,11,5,3,24,1,0.029,0,0,benign
4,240,124,21,7,4,0.358,1,1,suspicious_data_access
0,6,5,1,26,0,0.006,0,0,benign
0,3,1,3,42,0,0.001,0,0,benign
12,176,13,13,5,1,0.165,1,1,reconnaissance
2,7,4,4,11,0,0.002,0,0,benign
0,13,2,4,28,0,0.021,0,0,benign
13,273,112,25,8,3,0.372,1,1,suspicious_data_access
12,334,93,31,5,4,0.268,1,1,suspicious_data_access
7,178,8,27,18,1,0.176,0,1,reconnaissance
12,233,100,33,3,3,0.383,1,1,suspicious_data_access
8,168,15,25,19,1,0.177,0,1,reconnaissance
6,95,22,23,10,1,0.151,1,1,reconnaissance
0,15,3,4,22,0,0.007,0,0,benign
0,14,4,2,42,0,0.035,0,0,benign
3,115,24,19,11,1,0.213,0,1,reconnaissance
22,60,9,3,3,1,0.617,1,0,brute_force
0,15,6,1,31,0,0.003,0,0,benign
1,3,1,4,10,1,0.012,1,0,benign
17,119,15,21,9,1,0.146,1,1,reconnaissance
0,16,2,6,28,0,0.022,0,0,benign
0,11,3,4,33,0,0.003,0,0,benign
0,6,3,2,35,0,0.004,0,0,benign
9,119,28,22,20,2,0.092,1,1,reconnaissance
1,5,1,4,24,0,0.004,0,0,benign
3,10,2,3,21,0,0.001,0,0,benign
14,232,81,25,8,2,0.321,0,1,suspicious_data_access
1,11,1,2,13,0,0.026,0,0,benign
0,14,3,5,19,0,0.001,0,0,benign
11,159,14,16,20,1,0.17,0,1,reconnaissance
1,7,4,3,27,1,0.015,0,0,benign
2,14,5,3,24,0,0.005,0,0,benign
0,11,2,4,27,0,0.012,0,0,benign
0,9,2,4,23,0,0.0,0,0,benign
7,169,126,29,4,4,0.259,1,1,suspicious_data_access
0,14,1,5,33,0,0.002,0,0,benign
6,125,13,18,17,2,0.177,0,1,reconnaissance
0,18,2,6,27,0,0.017,0,0,benign
13,361,101,29,2,2,0.379,1,1,suspicious_data_access
0,21,2,3,42,0,0.005,0,0,benign
0,10,3,4,24,0,0.004,0,0,benign
18,149,34,14,16,1,0.247,0,1,reconnaissance
0,11,1,7,39,0,0.004,0,0,benign
0,7,3,5,24,0,0.01,0,0,benign
0,3,2,5,42,0,0.005,0,0,benign
40,47,10,5,7,1,0.509,1,1,brute_force
11,143,18,20,12,2,0.214,1,1,reconnaissance
20,135,16,15,12,2,0.105,1,1,reconnaissance
8,117,27,20,12,2,0.173,0,1,reconnaissance
6,147,25,26,15,1,0.206,1,1,reconnaissance
16,195,82,28,9,3,0.194,1,1,suspicious_data_access
1,6,2,6,38,0,0.002,0,0,benign
10,307,111,29,5,4,0.419,1,1,suspicious_data_access
8,325,116,23,3,3,0.278,1,1,suspicious_data_access
42,53,14,7,13,2,0.338,1,0,brute_force
0,8,2,3,29,0,0.016,0,0,benign
76,57,12,8,7,1,0.474,0,0,brute_force
7,142,8,18,16,1,0.108,1,1,reconnaissance
11,130,15,16,17,1,0.233,0,1,reconnaissance
10,111,8,18,15,1,0.154,0,1,reconnaissance
1,14,3,3,51,0,0.039,0,0,benign
6,96,8,24,5,1,0.167,0,1,reconnaissance
0,11,1,5,42,0,0.021,0,0,benign
0,12,4,2,30,0,0.05,0,0,benign
0,3,3,4,25,0,0.052,0,0,benign
41,38,7,7,3,1,0.401,1,0,brute_force
0,15,2,4,25,0,0.011,0,0,benign
0,11,1,3,26,0,0.005,0,0,benign
0,8,2,2,51,0,0.004,0,0,benign
0,13,1,3,26,0,0.005,0,0,benign
10,347,144,28,7,3,0.286,1,1,suspicious_data_access
2,8,2,6,27,0,0.0,0,0,benign
0,9,1,1,22,0,0.038,0,0,benign
0,19,4,4,46,0,0.022,0,0,benign
0,6,3,6,42,0,0.018,0,0,benign
6,69,9,23,11,1,0.163,1,1,reconnaissance
12,60,20,12,18,1,0.173,1,1,reconnaissance
2,12,2,3,47,0,0.054,0,0,benign
1,13,1,2,21,0,0.016,0,0,benign
0,12,2,1,38,0,0.012,0,0,benign
13,307,160,33,7,4,0.312,1,1,suspicious_data_access
61,40,9,4,6,2,0.298,1,0,brute_force
16,90,22,15,14,1,0.203,0,1,reconnaissance
1,12,1,1,27,0,0.0,0,0,benign
0,21,3,4,24,0,0.023,0,0,benign
10,87,8,24,16,2,0.206,0,1,reconnaissance
14,83,14,20,17,2,0.241,0,1,reconnaissance
4,298,84,37,4,4,0.158,1,1,suspicious_data_access
11,203,28,24,13,2,0.15,1,1,reconnaissance
9,327,134,31,7,3,0.184,1,1,suspicious_data_access
12,93,11,15,16,2,0.085,1,1,reconnaissance
10,113,29,16,15,1,0.14,0,1,reconnaissance
0,3,1,5,32,0,0.041,0,0,benign
0,12,5,2,52,0,0.027,0,0,benign
0,10,1,3,31,0,0.034,0,0,benign
0,17,2,2,22,0,0.005,0,0,benign
0,9,5,4,40,0,0.019,0,0,benign
0,7,3,2,37,0,0.022,0,0,benign
4,288,82,32,4,3,0.231,1,1,suspicious_data_access
8,60,16,13,12,2,0.167,1,1,reconnaissance
8,343,68,34,6,3,0.178,1,1,suspicious_data_access
15,312,142,33,5,2,0.309,1,1,suspicious_data_access
0,11,3,5,25,0,0.0,0,0,benign
0,17,2,4,17,0,0.019,0,0,benign
0,6,4,3,31,0,0.036,0,0,benign
10,70,22,10,6,1,0.221,0,1,reconnaissance
2,10,2,3,40,0,0.005,0,0,benign
0,11,4,2,10,0,0.015,0,0,benign
0,15,4,1,56,1,0.001,0,0,benign
0,11,4,6,15,0,0.004,0,0,benign
15,222,121,29,3,3,0.272,1,1,suspicious_data_access
0,16,2,2,37,0,0.019,0,0,benign
44,25,15,4,7,1,0.499,1,0,brute_force
35,74,4,4,9,1,0.361,0,0,brute_force
8,136,20,19,13,1,0.1,1,1,reconnaissance
1,9,2,2,26,0,0.019,0,0,benign
1,6,1,4,35,0,0.006,0,0,benign
3,10,2,5,24,0,0.016,0,0,benign
15,296,108,38,5,3,0.222,1,1,suspicious_data_access
2,13,4,2,18,0,0.007,0,0,benign
11,158,23,27,18,1,0.206,0,1,reconnaissance
0,12,4,4,30,0,0.015,0,0,benign
7,244,103,25,2,3,0.196,1,1,suspicious_data_access
0,5,1,3,47,0,0.043,0,0,benign
0,11,3,4,33,0,0.007,0,0,benign
0,15,4,6,39,0,0.006,0,0,benign
0,24,3,2,44,0,0.021,1,0,benign
14,147,26,12,16,1,0.136,0,1,reconnaissance
13,121,27,16,13,2,0.216,1,1,reconnaissance
36,27,15,4,9,1,0.496,1,0,brute_force
31,60,8,7,10,2,0.447,1,1,brute_force
7,310,112,20,2,3,0.28,0,1,suspicious_data_access
15,422,129,24,3,3,0.357,1,1,suspicious_data_access
13,60,8,23,7,1,0.2,0,1,reconnaissance
73,60,12,7,8,1,0.668,1,0,brute_force
0,9,3,6,18,0,0.005,0,0,benign
7,156,22,20,8,1,0.238,1,1,reconnaissance
6,197,100,40,2,3,0.29,1,1,suspicious_data_access
9,194,15,18,17,1,0.194,1,1,reconnaissance
0,14,2,6,37,0,0.017,0,0,benign
2,19,4,2,38,0,0.0,0,0,benign
9,146,8,18,16,1,0.147,1,1,reconnaissance
69,71,10,7,9,0,0.523,0,0,brute_force
0,20,1,1,34,0,0.01,0,0,benign
0,16,4,4,23,0,0.035,0,0,benign
0,12,1,6,15,0,0.005,0,0,benign
17,334,85,32,7,3,0.168,0,1,suspicious_data_access
5,140,27,15,16,1,0.08,0,1,reconnaissance
9,275,139,28,2,2,0.154,1,1,suspicious_data_access
10,86,23,25,13,1,0.187,1,1,reconnaissance
0,13,5,4,26,0,0.007,0,0,benign
0,16,6,2,16,0,0.004,0,0,benign
0,17,1,2,32,0,0.006,0,0,benign
4,306,54,30,6,3,0.175,0,1,suspicious_data_access
1,8,3,5,36,0,0.016,0,0,benign
0,10,1,1,14,0,0.013,0,0,benign
0,11,1,4,22,0,0.001,0,0,benign
3,134,14,23,15,1,0.236,0,1,reconnaissance
22,65,4,5,12,1,0.6,0,1,brute_force
0,19,3,4,34,0,0.003,0,0,benign
0,9,2,2,19,0,0.011,0,0,benign
0,4,3,3,24,0,0.004,1,0,benign
1,15,3,3,26,0,0.011,1,0,benign
11,130,20,10,8,1,0.185,1,1,reconnaissance
1,5,3,4,16,0,0.008,0,0,benign
44,45,4,4,10,2,0.598,1,0,brute_force
1,14,2,6,41,0,0.013,0,0,benign
0,11,1,5,28,0,0.005,0,0,benign
10,147,14,26,16,1,0.135,1,1,reconnaissance
6,293,98,31,3,2,0.264,1,1,suspicious_data_access
9,280,119,18,2,2,0.216,1,1,suspicious_data_access
0,20,4,7,34,0,0.012,0,0,benign
8,147,26,17,12,1,0.255,1,1,reconnaissance
51,68,11,7,11,2,0.453,1,1,brute_force
42,65,6,5,11,2,0.389,1,0,brute_force
6,125,9,14,18,1,0.183,1,1,reconnaissance
69,41,10,10,11,1,0.46,1,0,brute_force
1,14,1,2,17,0,0.009,0,0,benign
1,3,2,3,13,0,0.007,0,0,benign
4,312,148,27,3,3,0.336,0,1,suspicious_data_access
0,12,4,3,43,0,0.011,0,0,benign
1,8,4,4,37,0,0.01,0,0,benign
0,6,1,4,38,0,0.004,0,0,benign
17,60,31,20,14,1,0.171,1,1,reconnaissance
0,14,4,3,31,0,0.028,0,0,benign
73,29,14,6,5,0,0.325,0,0,brute_force
14,205,156,22,6,3,0.34,1,1,suspicious_data_access
8,308,76,34,4,3,0.333,1,1,suspicious_data_access
0,14,6,1,47,0,0.001,0,0,benign
51,32,15,4,10,0,0.514,0,1,brute_force
8,182,20,16,14,1,0.198,0,1,reconnaissance
0,9,4,5,12,0,0.0,0,0,benign
1,15,1,1,14,0,0.034,0,0,benign
0,16,3,5,35,0,0.033,0,0,benign
1,10,2,5,27,1,0.06,1,0,benign
32,48,12,4,6,0,0.572,0,0,brute_force
0,18,3,4,32,1,0.004,0,0,benign
14,371,106,36,8,3,0.301,0,1,suspicious_data_access
2,15,2,3,34,0,0.002,0,0,benign
9,60,21,16,10,1,0.196,1,1,reconnaissance
1,20,1,2,25,0,0.001,0,0,benign
3,103,17,14,12,2,0.232,0,1,reconnaissance
14,328,82,18,4,2,0.12,1,1,suspicious_data_access
0,21,2,3,17,0,0.03,0,0,benign
0,12,1,5,22,0,0.031,0,0,benign
18,105,11,20,13,2,0.109,0,1,reconnaissance
8,131,9,22,10,1,0.219,0,1,reconnaissance
0,11,1,2,38,0,0.016,0,0,benign
33,60,15,5,9,0,0.4,0,1,brute_force
36,50,5,7,9,1,0.462,1,0,brute_force
0,4,3,3,44,0,0.002,0,0,benign
0,9,1,5,20,0,0.047,0,0,benign
0,11,2,4,21,0,0.009,0,0,benign
15,312,96,42,4,3,0.325,1,1,suspicious_data_access
51,64,6,10,10,1,0.614,1,0,brute_force
49,51,11,5,9,1,0.342,0,0,brute_force
11,288,152,31,4,3,0.261,1,1,suspicious_data_access
8,119,16,13,15,1,0.15,1,1,reconnaissance
0,13,3,4,18,0,0.008,0,0,benign
46,45,4,3,3,1,0.58,1,0,brute_force
1,10,3,4,37,0,0.01,0,0,benign
0,7,4,1,21,1,0.007,0,0,benign
0,14,4,5,39,0,0.01,0,0,benign
10,123,18,16,22,1,0.22,1,1,reconnaissance
63,45,4,9,11,1,0.587,0,0,brute_force
12,143,12,18,19,1,0.17,0,1,reconnaissance
4,143,23,21,15,2,0.203,0,1,reconnaissance
7,123,12,15,13,1,0.168,1,1,reconnaissance
0,3,3,1,18,0,0.002,0,0,benign
5,115,22,14,10,2,0.173,1,1,reconnaissance
0,19,4,4,26,0,0.0,0,0,benign
63,87,16,8,9,0,0.439,1,1,brute_force
0,6,2,3,33,0,0.025,0,0,benign
31,69,8,6,8,1,0.28,0,1,brute_force
0,14,3,2,32,0,0.052,0,0,benign
6,175,8,14,15,1,0.137,1,1,reconnaissance
16,187,20,30,12,1,0.2,1,1,reconnaissance
0,3,4,1,36,0,0.001,0,0,benign
0,19,1,1,44,0,0.007,0,0,benign
36,43,4,7,13,2,0.544,0,1,brute_force
13,138,25,24,17,1,0.172,0,1,reconnaissance
0,22,2,1,23,0,0.009,0,0,benign
11,112,22,14,11,2,0.239,1,1,reconnaissance
14,295,114,32,2,4,0.267,1,1,suspicious_data_access
53,58,10,5,4,1,0.614,1,1,brute_force
54,46,11,6,10,1,0.348,1,0,brute_force
0,11,2,4,36,1,0.011,0,0,benign
1,8,1,1,26,0,0.006,0,0,benign
9,310,75,33,4,3,0.31,1,1,suspicious_data_access
15,84,21,20,15,1,0.137,1,1,reconnaissance
1,16,3,3,17,0,0.0,0,0,benign
0,15,2,3,21,0,0.039,0,0,benign
1,16,3,5,33,0,0.021,0,0,benign
2,8,2,5,31,0,0.015,0,0,benign
0,5,5,6,35,0,0.015,0,0,benign
13,302,111,33,3,3,0.223,1,1,suspicious_data_access
0,11,2,3,29,0,0.001,0,0,benign
11,121,14,17,14,1,0.232,0,1,reconnaissance
8,126,27,11,12,2,0.174,0,1,reconnaissance
39,46,11,7,6,1,0.541,1,0,brute_force
2,11,3,5,31,0,0.025,0,0,benign
12,81,22,11,13,2,0.144,1,1,reconnaissance
3,10,2,1,42,1,0.001,0,0,benign
15,114,8,15,15,2,0.153,1,1,reconnaissance
12,145,9,10,13,1,0.27,1,1,reconnaissance
12,216,14,19,20,1,0.254,0,1,reconnaissance
8,89,33,30,14,1,0.142,0,1,reconnaissance
1,14,2,4,32,0,0.005,0,0,benign
22,55,13,10,3,1,0.458,1,1,brute_force
0,17,5,2,35,0,0.033,0,0,benign
18,341,148,32,5,3,0.314,1,1,suspicious_data_access
12,229,80,33,3,3,0.239,1,1,suspicious_data_access
6,60,8,10,19,2,0.181,1,1,reconnaissance
2,5,3,4,33,0,0.002,1,0,benign
0,12,1,4,43,0,0.017,0,0,benign
50,49,6,7,5,2,0.725,1,0,brute_force
9,134,24,28,15,1,0.238,1,1,reconnaissance
5,97,10,11,20,1,0.207,1,1,reconnaissance
0,3,3,5,25,0,0.006,0,0,benign
0,17,1,4,40,0,0.005,0,0,benign
10,80,17,18,12,2,0.302,0,1,reconnaissance
2,14,2,2,26,0,0.015,0,0,benign
10,82,19,16,13,1,0.14,1,1,reconnaissance
0,17,3,6,13,0,0.022,0,0,benign
0,7,4,3,21,0,0.005,0,0,benign
1,16,3,3,30,0,0.01,0,0,benign
0,3,4,4,27,0,0.025,0,0,benign
0,8,2,4,21,0,0.002,0,0,benign
0,12,2,2,29,0,0.025,0,0,benign
16,115,12,21,12,1,0.176,0,1,reconnaissance
0,14,3,2,44,0,0.001,0,0,benign
2,9,1,2,31,1,0.007,0,0,benign
2,11,4,7,35,0,0.001,0,0,benign
7,151,25,12,16,1,0.194,1,1,reconnaissance
9,60,14,13,13,1,0.161,1,1,reconnaissance
0,10,4,5,38,0,0.013,0,0,benign
2,15,2,4,39,1,0.006,0,0,benign
0,10,3,3,38,0,0.006,0,0,benign
1,16,3,3,29,0,0.012,0,0,benign
0,15,4,1,25,1,0.008,0,0,benign
0,15,1,1,37,0,0.06,0,0,benign
40,30,11,5,11,2,0.477,0,0,brute_force
1,16,2,1,30,0,0.015,0,0,benign
0,7,3,2,39,0,0.002,0,0,benign
10,83,15,20,23,1,0.163,1,1,reconnaissance
1,9,3,6,27,0,0.015,0,0,benign
0,17,2,4,14,0,0.016,0,0,benign
0,18,1,3,33,0,0.03,0,0,benign
0,10,3,3,24,0,0.011,0,0,benign
0,11,4,2,25,0,0.011,0,0,benign
0,14,4,3,25,1,0.0,0,0,benign
0,11,1,4,45,0,0.003,0,0,benign
12,97,21,10,16,2,0.192,0,1,reconnaissance
2,18,2,4,26,0,0.017,0,0,benign
0,9,1,3,22,0,0.012,0,0,benign
1,10,2,6,38,0,0.007,0,0,benign
3,101,20,27,18,2,0.134,1,1,reconnaissance
6,216,20,15,19,1,0.157,1,1,reconnaissance
0,17,4,5,29,0,0.009,0,0,benign
65,25,5,5,4,1,0.681,1,1,brute_force
26,32,17,6,7,1,0.716,0,0,brute_force
24,54,14,6,6,1,0.409,1,1,brute_force
0,16,3,8,34,0,0.005,0,0,benign
0,14,3,3,36,1,0.0,0,0,benign
22,52,15,6,11,0,0.463,1,0,brute_force
15,344,141,25,6,3,0.195,1,1,suspicious_data_access
0,9,2,6,30,0,0.001,0,0,benign
1,3,3,4,47,0,0.02,0,0,benign
7,162,16,14,15,1,0.175,1,1,reconnaissance
0,16,2,2,41,0,0.001,0,0,benign
0,14,2,5,26,0,0.006,0,0,benign
9,97,16,15,11,1,0.189,1,1,reconnaissance
8,88,8,22,11,1,0.189,0,1,reconnaissance
44,60,6,11,6,1,0.473,1,0,brute_force
0,9,2,4,24,0,0.007,0,0,benign
47,39,7,4,7,2,0.481,1,0,brute_force
4,218,89,34,2,4,0.266,1,1,suspicious_data_access
0,16,4,4,27,0,0.06,0,0,benign
0,23,4,2,31,0,0.005,0,0,benign
2,10,2,5,29,0,0.021,0,0,benign
11,90,13,13,13,1,0.227,1,1,reconnaissance
0,8,3,5,19,0,0.027,0,0,benign
10,147,8,15,13,1,0.17,1,1,reconnaissance
0,10,3,2,14,0,0.003,0,0,benign
33,57,8,11,11,0,0.477,1,0,brute_force
1,9,5,2,27,0,0.002,0,0,benign
0,7,2,1,35,0,0.0,0,0,benign
10,271,82,28,6,3,0.357,1,1,suspicious_data_access
48,54,14,8,7,1,0.376,1,0,brute_force
0,19,3,2,36,0,0.002,0,0,benign
13,210,88,20,5,2,0.332,1,1,suspicious_data_access
0,6,4,2,46,0,0.002,0,0,benign
4,210,153,25,2,2,0.233,0,1,suspicious_data_access
29,41,16,8,8,0,0.443,0,0,brute_force
0,11,5,4,27,0,0.015,0,0,benign
7,124,28,28,17,2,0.195,1,1,reconnaissance
4,273,96,18,6,3,0.265,1,1,suspicious_data_access
9,164,8,15,10,2,0.166,1,1,reconnaissance
7,260,119,40,4,3,0.12,1,1,suspicious_data_access
60,55,9,8,6,1,0.466,1,0,brute_force
0,10,2,4,12,0,0.017,0,0,benign
4,306,106,27,8,3,0.294,1,1,suspicious_data_access
0,8,2,1,43,0,0.003,0,0,benign
13,139,14,16,11,1,0.159,0,1,reconnaissance
7,321,170,30,2,3,0.356,0,1,suspicious_data_access
6,340,95,38,4,2,0.196,1,1,suspicious_data_access
0,10,3,2,29,0,0.003,0,0,benign
2,13,2,5,37,0,0.021,0,0,benign
22,77,8,4,8,2,0.525,0,0,brute_force
51,57,12,6,9,0,0.61,0,0,brute_force
0,8,4,3,45,0,0.022,0,0,benign
1,17,1,5,31,0,0.011,0,0,benign
14,315,120,22,3,3,0.347,1,1,suspicious_data_access
9,120,15,20,15,1,0.225,0,1,reconnaissance
1,14,5,5,27,0,0.001,0,0,benign
0,16,2,5,32,1,0.003,0,0,benign
0,15,1,3,12,0,0.045,1,0,benign
17,126,17,15,10,1,0.149,0,1,reconnaissance
2,3,3,1,27,0,0.007,0,0,benign
1,18,3,2,28,0,0.046,0,0,benign
67,50,5,6,5,2,0.417,1,1,brute_force
0,16,2,7,11,0,0.001,0,0,benign
9,338,80,18,3,3,0.366,0,1,suspicious_data_access
0,16,4,1,23,0,0.001,0,0,benign
3,5,5,1,27,0,0.016,0,0,benign
62,59,6,7,6,0,0.404,1,0,brute_force
9,145,23,10,8,1,0.162,1,1,reconnaissance
9,152,8,10,12,1,0.136,0,1,reconnaissance
1,12,4,2,30,0,0.011,0,0,benign
68,64,6,7,4,1,0.531,1,0,brute_force
0,7,5,5,20,0,0.003,0,0,benign
22,49,11,6,6,1,0.291,0,0,brute_force
10,253,78,27,7,2,0.389,1,1,suspicious_data_access
7,307,112,27,4,4,0.164,1,1,suspicious_data_access
22,53,9,7,6,1,0.407,1,0,brute_force
1,7,3,4,33,0,0.019,0,0,benign
0,16,2,3,37,0,0.029,0,0,benign
22,58,9,5,6,1,0.513,1,0,brute_force
61,32,10,9,11,1,0.543,1,0,brute_force
10,130,17,25,5,2,0.236,1,1,reconnaissance
0,10,2,4,35,0,0.003,0,0,benign
5,108,8,30,7,1,0.18,1,1,reconnaissance
11,356,86,28,3,3,0.298,1,1,suspicious_data_access
0,24,2,7,25,0,0.007,1,0,benign
2,4,2,1,24,0,0.053,0,0,benign
9,208,122,33,5,4,0.366,1,1,suspicious_data_access
0,17,4,4,28,0,0.01,0,0,benign
